stop_id,name,lat,lng,routes
300540,GLENWOOD RD/FLATBUSH AV,40.634365,-73.949541,B11 B6
902004,WESTCHESTER AV/BENSON ST,40.839816,-73.843143,BX21 Bx21
401141,GRAND ST/EAST BROADWAY,40.714594,-73.982301,L92 M14A+ M14A-SBS
401848,W 34 ST/8 AV,40.752301,-73.993588,M34+ M34-SBS
401659,AVENUE A/E 11 ST,40.728676,-73.981509,L92 M14A+ M14A-SBS
404270,BROADWAY/W 220 ST,40.87245,-73.91256,M100
400126,5 AV/E 66 ST,40.768234,-73.970238,M1 M2 M3 M4
103067,MORRIS AV/E 141 ST,40.813996,-73.924973,BX32 Bx32
802188,BROADWAY/W 184 ST,40.852193,-73.934658,BX7 Bx7 M100
300489,BAY PKWY/80 ST,40.605152,-73.990615,B82
300626,AVENUE H/SCHENECTADY AV,40.632701,-73.931741,B6
102669,EAST TREMONT AV/WATERBURY AV,40.836933,-73.833956,BX40 BX42 Bx40 Bx42
902161,JENNINGS ST/BRYANT AV,40.831474,-73.887809,BX35 Bx35
301132,HEGEMAN AV/ROCKAWAY AV,40.65628,-73.906863,B15 B35
301051,NEW LOTS AV/CHRISTOPHER AV,40.657413,-73.903171,B15
300841,AVENUE D/SCHENECTADY AV,40.641909,-73.931861,B8
305409,ATLANTIC AV/BOND ST,40.686734,-73.984586,B63 B65
401722,1 AV/E 102 ST,40.787357,-73.941682,M15
403656,W 181 ST/SAINT NICHOLAS AV,40.849246,-73.933664,BX11 BX13 BX3 BX35 BX36 Bx11 Bx13 Bx3 Bx35 Bx36
101863,EAST GUN HILL RD/HULL AV,40.878753,-73.873097,BX28 BX38 Bx28 Bx38
305170,MANHATTAN AV/GREENPOINT AV,40.729832,-73.954159,B43 B62 B94 T403
100281,STORY AV/NOBLE AV,40.82284,-73.868299,BX5 Bx5
901010,WILLIAMSBURG BRIDGE PLAZA/LANE 4,40.70932,-73.959616,B44 B44+ B44-SBS
301768,AVENUE L/E 83 ST,40.632158,-73.905236,B17
405428,DYCKMAN ST/SHERMAN AV,40.863442,-73.925994,BXM1 BxM1 M100
308363,FLATLANDS AV/E 78 ST,40.634191,-73.915429,B6 B82
306286,13 AV/50 ST,40.634293,-73.992992,B16
404133,HUDSON ST/BARROW ST,40.731571,-74.006534,M20
303190,RALPH AV/MACON ST,40.68383,-73.922963,B47
302426,FULTON ST/GREENE AV,40.68573,-73.972824,B25 B26
306622,GRAHAM AV/BAYARD ST,40.720459,-73.946183,B43
301727,SEAVIEW AV/E 105 ST,40.637852,-73.8837,B17
400278,ADAM C POWELL BLVD/W 138 ST,40.817028,-73.942661,M2
405066,LEXINGTON AV/E 89 ST,40.78113,-73.954451,M101 M102 M103
303989,BEDFORD AV/CLARENDON RD,40.642552,-73.954576,B49
303824,LORIMER ST/POWERS ST,40.712204,-73.948996,B48
303813,CLASSON AV/FLUSHING AV,40.698573,-73.961729,B48 B62
402119,CHAMBERS ST/CHURCH ST,40.714935,-74.00773,M22
308368,60 ST/9 AV,40.634387,-74.007591,B9
104561,WEBSTER AV/EAST FORDHAM RD,40.861522,-73.891617,BX41 Bx41
303607,UTICA AV/SNYDER AV,40.650447,-73.930119,B46
300067,NARROWS AV/BAY RIDGE AV,40.637879,-74.034089,B64 B9
100633,EAST KINGSBRIDGE RD/E FORDHAM RD,40.862089,-73.893936,BX9 Bx9
308478,STILLWELL TERMINAL/BUS LOOP,40.577042,-73.981163,B82
504100,COOPER AV/64 PL,40.698206,-73.891016,B13
101867,EAST GUN HILL RD/BARNES AV,40.876006,-73.862295,BX28 BX38 Bx28 Bx38
302780,39 ST/6 AV,40.650183,-74.002014,B35 B70
403526,3 AV/E 11 ST,40.73168,-73.988278,M101 M102 M103
103946,BRUCKNER BLVD/WILKINSON AV,40.852799,-73.826828,BX29 BX5 Bx29 Bx5
402853,E 24 ST/LEXINGTON AV,40.739939,-73.983862,M101 M102 M103
306555,MCDONALD AV/TERRACE PL,40.653719,-73.981478,B67 B69
305449,5 AV/62 ST,40.638226,-74.01757,B63
403669,BROADWAY/179 ST,40.849327,-73.936507,BX3 Bx3
103690,THROGS NECK EXPWY/WISSMAN AV,40.819976,-73.810254,BX8 BXM9 Bx8 BxM9
305048,WILSON AV/PUTNAM AV,40.693555,-73.913241,B60
303966,DEAN ST/FRANKLIN AV,40.677433,-73.955064,B49 B65
308694,DREW ST/LINDEN BLVD,40.669266,-73.860939,B15
103984,LINCOLN AV/E 137 ST,40.809876,-73.927908,BX1 BX2 Bx1 Bx2
450492,3 AV/E 121 ST,40.801025,-73.937686,M101 M103
404361,EDWARD M MORGAN PL/W 157 ST,40.834572,-73.945529,BX6 BX6+ Bx6 Bx6-SBS
101872,EAST GUN HILL RD/PEARSALL AV,40.872503,-73.851272,BX28 BX38 Bx28 Bx38
100214,WESTCHESTER AV/SIMPSON ST,40.824006,-73.893119,BX4 Bx4
305837,VANDERBILT AV/FULTON ST,40.683907,-73.96808,B69
301030,LINDEN BLVD/SHERIDAN AV,40.669378,-73.864735,B13 B14 B15 B20
300910,18 AV/BENSON AV,40.605385,-74.004714,B8
102065,E 233 ST/WHITE PLAINS RD,40.89363,-73.857771,BX31 Bx31
401731,1 AV/E 125 ST,40.801611,-73.931268,M15 M15+ M15-SBS
401756,2 AV/E 78 ST,40.772922,-73.955434,M15+ M15-SBS
350040,AVENUE K /NEW YORK AV,40.624665,-73.943298,BM1
100461,HENRY HUDSON PKWY EAST/W 252 ST,40.899115,-73.906865,BX10 BX7 BXM1 BXM18 BXM2 Bx10 Bx7 BxM1 BxM18 BxM2
103215,MORRIS AV/E 174 ST,40.844533,-73.909509,BX32 Bx32
100341,STORY AV/SOUNDVIEW AV,40.822974,-73.868066,BX5 Bx5
400062,MALCOLM X BLVD/W 139 ST,40.81694,-73.938615,M1 M102 M7
400322,5 AV/W 39 ST,40.751407,-73.982463,M1 M2 M3 M55
304000,OCEAN AV / AVENUE K,40.62311,-73.956067,B49 BM3
300868,AVENUE D/E 38 ST,40.641462,-73.941223,B8
350184,NATIONAL DR / MILL AV,40.606942,-73.915935,B100 BM1
304014,OCEAN AV/AVENUE Y,40.590306,-73.94983,B49
101247,PROSPECT AV/RITTER PL,40.830697,-73.897099,BX17 Bx17
803115,GRAND ST/FDR DR,40.71335,-73.977745,M21
401716,1 AV/E 89 ST,40.779039,-73.947728,M15
303712,EMPIRE BLVD/ROGERS AV,40.663662,-73.953993,B43
404905,MADISON AV/E 69 ST,40.770133,-73.966573,M1 M2 M3 M4
304012,OCEAN AV / AVENUE W,40.594657,-73.950708,B49 BM3
400610,BROADWAY/W 139 ST,40.822815,-73.952874,M4 M5
403722,E 135 ST/MADISON AV,40.812103,-73.93625,BX33 Bx33
303859,LORIMER ST/MESEROLE ST,40.707287,-73.948328,B48
308876,PROSPECT ST/JAY ST,40.700594,-73.986386,B67
405291,7 AV/W 57 ST,40.765453,-73.98021,BXM2 BxM2 M104 M7
102450,WEST TREMONT AV/DAVIDSON AV,40.852046,-73.909954,BX36 Bx36
103229,EAST TREMONT AV/ MILES AV,40.818951,-73.817249,BX40 BX42 BXM9 Bx40 Bx42 BxM9
305395,ATLANTIC AV/SMITH ST,40.688815,-73.989478,B63
400333,5 AV/W 12 ST,40.734469,-73.994847,M1 M2 M3 M55
306659,DE KALB AV/RYERSON AV,40.69001,-73.963725,B38
100063,ALBANY CR/BAILEY AV,40.876877,-73.903177,BX2 Bx2
300429,BAY PKWY/86 ST,40.602335,-73.993317,B6 B82 B82+ B82-SBS
300210,AVENUE U/FORD ST,40.600818,-73.937719,B3
305519,BATH AV/14 AV,40.609123,-74.014975,B64
303696,UTICA AV/AVENUE H,40.632523,-73.928456,B46 B46+ B46-SBS
402510,W 125 ST/SAINT NICHOLAS AV,40.811005,-73.953007,M100 M101 M125
305407,ATLANTIC AV/SMITH ST,40.688371,-73.988811,B63 B65
350029,AVENUE K / BEDFORD AV,40.623948,-73.951426,BM1 BM4
303779,BROOKLYN AV/BERGEN ST,40.675479,-73.944478,B43
300137,E 16 ST/QUENTIN RD,40.607383,-73.957178,B2
303731,THROOP AV/MADISON ST,40.686084,-73.94149,B43
308226,BATH AV/19 AV,40.602874,-74.00408,B64
103352,ROSEDALE AV/SEWARD AV,40.819056,-73.866185,BX27 Bx27
305428,5 AV/18 ST,40.662385,-73.992373,B63
102979,E 233 ST/JEROME AV,40.895247,-73.87957,BX16 BX34 Bx16 Bx34
307600,ASHFORD ST/STANLEY AV,40.661418,-73.879809,B20 B6 B84
305612,BERGEN ST/BOND ST,40.685208,-73.986457,B65
302786,W 37 ST/MERMAID AV,40.574968,-74.002804,B36 B74
400324,5 AV/W 33 ST,40.747746,-73.985196,BXM3 BXM4 BxM3 BxM4 M1 M2 M3 M5 M55
306219,VAN SICLEN AV/WORTMAN AV,40.657762,-73.883609,B83
303229,FLATBUSH AV/E 35 ST,40.627818,-73.942215,B41
305885,8 AV/BAY RIDGE AV,40.630541,-74.014598,B70
803195,RIVERBANK STATE PARK RDWY/RIVERBANK STATE PARK,40.826647,-73.955503,BX19 Bx19 M11
300131,ORIENTAL BLVD/DOVER ST,40.577176,-73.948788,B1 B49
401090,COLUMBUS AV/W 94 ST,40.791289,-73.96879,M11 M7
450106,MADISON AV/E 54 ST,40.760291,-73.973714,BM1 BM2 BM3 BM4 BM5 BXM11 BxM11 X27 X28 X37 X38
308300,NEPTUNE AV/STILLWELL AV,40.579171,-73.981486,B68
402088,MADISON ST/OLIVER ST,40.711877,-73.997922,M15 M22
306160,RALPH AV/E 76 ST,40.636277,-73.919014,B47
100206,WESTCHESTER AV/JACKSON AV,40.816164,-73.90832,BX4 Bx4
303829,LORIMER ST/BAYARD ST,40.719412,-73.950219,B48
403150,BROADWAY/CATHEDRAL PKWY,40.804085,-73.967018,M104
307175,CADMAN PLAZA WEST/TILLARY ST,40.695995,-73.990899,B103 B52
403786,W 135 ST/AMSTERDAM AV,40.818923,-73.95253,M11
100227,WESTCHESTER AV/SAINT LAWRENCE AV,40.831479,-73.867565,BX4 BX4A Bx4 Bx4A
303942,ROGERS AV/CHURCH AV,40.651173,-73.95244,B44+ B44-SBS B49
304987,WILSON AV/HANCOCK ST,40.692547,-73.911273,B60
100055,WEST MOSHOLU PKWY SOUTH/PAUL AV,40.880437,-73.885902,BX1 BX2 Bx1 Bx2
401670,SAINT JAMES PL/ROBERT F WAGNER SR PL,40.710594,-74.000752,M15 M22
350082,E 105 ST / AVENUE L,40.642616,-73.888966,B103 BM2
402111,MADISON ST/MARKET ST,40.712325,-73.994744,M15
304408,MYRTLE AV/HART ST,40.697796,-73.927415,B54
300937,60 ST/15 AV,40.625925,-73.993854,B9
102242,KATONAH AV/E 234 ST,40.897036,-73.86699,BX31 BX34 BXM4 Bx31 Bx34 BxM4
400030,MADISON AV/E 72 ST,40.772141,-73.96508,M1 M2 M3 M4
400105,5 AV/W 112 ST,40.79786,-73.948595,M1
104299,HARDING AV/HOSMER AV,40.813235,-73.826535,BX42 Bx42
308214,5 AV/UNION ST,40.67615,-73.980723,B63
306566,MCDONALD AV/CORTELYOU RD,40.63816,-73.978939,B67 B69
102015,BOSTON RD/EASTCHESTER RD,40.876926,-73.847034,BX30 Bx30
303417,BEDFORD AV/LAFAYETTE AV,40.689351,-73.955002,B44 B44+ B44-SBS
400401,SAINT NICHOLAS AV/W 135 ST,40.816973,-73.948012,M3
102487,EAST BURNSIDE AV/VALENTINE AV,40.850314,-73.900837,BX40 BX42 Bx40 Bx42
305033,JOHNSON AV/MORGAN AV,40.707672,-73.932382,B60
102662,EAST TREMONT AV/RANDALL AV,40.826467,-73.821907,BX40 BX42 Bx40 Bx42
100101,GRAND CONCOURSE/EAST KINGSBRIDGE RD,40.866021,-73.894766,BX1 BX2 BXM4 Bx1 Bx2 BxM4
401308,FREDERICK DOUGLASS BLVD/W 150 ST,40.825949,-73.939723,M10
302736,CHURCH AV/E 98 ST,40.65664,-73.914132,B35
101327,SOUTHERN BLVD/E 167 ST,40.827187,-73.891876,BX19 Bx19
405429,DYCKMAN ST/FORT GEORGE HILL,40.861291,-73.92465,M100
306395,LAFAYETTE AV/PATCHEN AV,40.692493,-73.928106,B38
401225,8 AV/W 20 ST,40.743642,-73.999538,M20
301318,ALBANY AV/CLARKSON AV,40.656401,-73.939505,B12
101551,UNIONPORT RD/STARLING AV,40.836,-73.85617,BX22 Bx22
400362,MADISON AV/E 55  ST,40.761386,-73.972943,M3 M4 SIM25 SIM26 SIM30
901012,ROCKAWAY PKWY/SUBWAY STATION,40.645816,-73.901797,B6 T426
100068,RIVERDALE AV/GREYSTONE AV,40.884362,-73.90747,BX7 Bx7
401947,3 AV/E 102 ST,40.789273,-73.946287,M101 M102 M103
303918,OCEAN AV / AVENUE S,40.604258,-73.952144,B49 BM3
402696,3 AV/E 88 ST,40.780478,-73.952701,M101 M102 M103
303149,RALPH AV/BROADWAY,40.690793,-73.924309,B47
302995,3 AV/BAY RIDGE PKWY,40.631595,-74.027794,B37
305682,7 AV/18 ST,40.660157,-73.987605,B67 B69
401768,2 AV/E 50 ST,40.754623,-73.968787,M15 M15+ M15-SBS
400948,7 AV/W 58 ST,40.766137,-73.979694,M20
405286,W 34 ST/12 AV,40.756419,-74.003657,M34+ M34-SBS
100883,JEROME AV/W 161 ST,40.829981,-73.930187,BX13 Bx13
104327,MORRIS PARK AV/DELANCEY PL,40.846589,-73.859935,BX21 BXM10 Bx21 BxM10
104009,SEDGWICK AV/CEDAR AV,40.852361,-73.920087,BX40 BX42 Bx40 Bx42
101453,BOSTON RD/VYSE AV,40.839528,-73.883665,BX21 Bx21
901829,NEW LOTS AV/ASHFORD ST,40.666055,-73.883588,B99
303878,FRANKLIN AV/ATLANTIC AV,40.678802,-73.955283,B48 B49
306532,39 ST/13 AV,40.640389,-73.986038,B35
801042,SHORE RD/3 AV,40.612311,-74.035981,B63
403276,FREDERICK DOUGLASS BLVD/W 128 ST,40.811896,-73.950046,M10
402211,E 57 ST/5 AV,40.762773,-73.973746,M31 M57
401689,1 AV/E 20 ST,40.735109,-73.979751,M15
100851,E FORDHAM RD/JEROME AV,40.862689,-73.900802,BX12 Bx12
100730,BAINBRIDGE AV/E 210 ST,40.879441,-73.879107,BXM4 BxM4
302323,KINGSLAND AV/RICHARDSON ST,40.719724,-73.940626,B24
101773,BEDFORD PARK BLVD/MARION AV,40.869079,-73.884712,BX25 BX26 Bx25 Bx26
101416,MORRIS PARK AV/TAYLOR AV,40.843598,-73.870125,BX21 Bx21
306580,50 ST/4 AV,40.646192,-74.012223,B11
300480,KINGS HWY/W 2 ST,40.604628,-73.975529,B82
305702,CONEY ISLAND AV/AVENUE U,40.598193,-73.961045,B68
103989,THROGS NECK EXPWY/MEAGHER AV,40.821086,-73.81259,BX8 Bx8
308220,BATH AV/17 AV,40.604968,-74.008103,B64
300082,BAY RIDGE AV/FORT HAMILTON PKWY,40.628414,-74.011816,B64
401402,10 AV/W 30 ST,40.752373,-74.000606,M11
300794,18 AV/BATH AV,40.603758,-74.006201,B8
101254,PROSPECT AV/E 156 ST,40.81706,-73.902782,BX17 Bx17
102534,EAST TREMONT AV/ARTHUR AV,40.846483,-73.89374,BX36 Bx36
404932,BROADWAY/CORTLANDT ST,40.7097,-74.010188,BXM18 BxM18
303392,NEW YORK AV/LENOX RD,40.654648,-73.946956,B44
402826,LEXINGTON AV/E 79 ST,40.774914,-73.959031,BXM1 BxM1 M101 M102 M103 M98
300062,BAY RIDGE AV/5 AV,40.633457,-74.020864,B64
405488,3 AV/E 53 ST,40.757751,-73.969235,M101 M102 M103
100296,BRUCKNER BLVD/KEARNEY AV,40.839142,-73.824818,BX5 Bx5 Q50
103945,AMEDOLA PL/WILKINSON AV,40.852176,-73.827301,BX12 BX12+ BXM8 Bx12 Bx12-SBS BxM8
307816,DEAN ST/CARLTON AV,40.680718,-73.970739,B65
303802,CLASSON AV/ATLANTIC AV,40.679589,-73.958304,B48
302701,CHURCH AV/FLATBUSH AV,40.650362,-73.958218,B35
300471,E 18 ST/AVENUE P,40.61034,-73.955736,B7 B82
301753,REMSEN AV/RUTLAND RD,40.66125,-73.929239,B17
308612,AVENUE Z/E 15 ST,40.587986,-73.954732,B36
308413,CROPSEY AV/HART PL,40.580668,-73.985699,B82
306677,GRAHAM AV/JOHNSON AV,40.706923,-73.943059,B43 B60
405313,E 116 ST/LEXINGTON AV,40.798605,-73.941796,M116
102042,EASTCHESTER RD/ASTOR AV,40.859826,-73.842931,BX31 Bx31
403510,W 66 ST/CENTRAL PK W,40.772619,-73.979118,M20 M66
300105,86 ST/24 AV,40.599284,-73.989619,B1
405439,10 AV/W 202 ST,40.861233,-73.921398,M100
981005,E 57 ST / 2 AV,40.759729,-73.966051,BM1 BM2 BM3 BM4 BM5
300631,GLENWOOD RD/E 39 ST,40.634577,-73.93955,B6
304071,FLATLANDS AV/ E 103 ST,40.646732,-73.895698,B82
104234,BRONX RIVER AV/BRUCKNER BLVD,40.822484,-73.882739,BX5 Bx5
100820,CITY ISLAND AV/KILROE ST,40.854659,-73.791003,BX29 Bx29
307320,MYRTLE AV/BROADWAY,40.69693,-73.935966,B54
350183,NATIONAL DR / E 66 ST,40.604632,-73.913419,B100 BM1
102949,3 AV/E 180 ST,40.850826,-73.894052,BX15 Bx15
302764,CHURCH AV/WESTMINSTER RD,40.647267,-73.968782,B35
901011,KNAPP ST/SHORE PKWY,40.585064,-73.93134,B44
100082,W 231 ST/RIVERDALE AV,40.881211,-73.90921,BX10 BX20 BX7 Bx10 Bx20 Bx7
303515,LEE AV/LYNCH ST,40.701093,-73.954861,B44
300753,RIVERDALE AV/LEGION ST,40.659874,-73.916427,B7
403480,1 AV/E 34 ST,40.744157,-73.973165,M15 M15+ M15-SBS
100535,WILLIAMSBRIDGE RD/MACE AV,40.862717,-73.858017,BX8 Bx8
402229,W 57 ST/6 AV,40.764577,-73.977639,M31 M57
100033,GRAND CONCOURSE/MOUNT EDEN AV,40.843405,-73.911639,BX1 BX2 BXM4 Bx1 Bx2 BxM4
303175,BROADWAY/GERRY ST,40.702496,-73.945111,B46
301142,NEW LOTS AV/BRADFORD ST,40.663415,-73.889375,B15 B83
102440,E 180 ST/3 AV,40.850701,-73.893875,BX40 BX42 Bx40 Bx42
300267,AVENUE U/CONEY ISLAND AV,40.598317,-73.961653,B3
401344,CENTRAL PARK WEST/W 70 ST,40.774837,-73.97716,M10 M72
308854,EMPIRE BLVD/ROGERS AV,40.663759,-73.95372,B43
300545,GLENWOOD RD/E 38 ST,40.634432,-73.939702,B6
301740,REMSEN AV/GLENWOOD RD,40.642066,-73.90786,B17
101314,E 149 ST/TRINITY AV,40.81342,-73.910157,BX17 BX19 Bx17 Bx19
404251,1 AV/E 28 ST,40.740229,-73.976035,M15
902123,SOUNDVIEW AV/SOUNDVIEW FERRY,40.805744,-73.848798,BX27 Bx27
350102,E 80 ST / FLATLANDS AV,40.635753,-73.913447,B103 BM2
303837,NASSAU AV/MONITOR ST,40.725758,-73.94234,B48
401029,AMSTERDAM AV/W 91 ST,40.791085,-73.972405,M11 M7
402522,AMSTERDAM AV/W 147 ST,40.826778,-73.946404,M101
803170,FLATLANDS AV/ELTON ST,40.657656,-73.875257,B84
308103,GREENPOINT AV/FRANKLIN ST,40.729839,-73.957201,B24
301298,49 ST/7 AV,40.643231,-74.00561,B11
300582,COZINE AV/ALABAMA AV,40.653155,-73.889392,B6
405076,AMSTERDAM AV/W 167 ST,40.839672,-73.93697,M101
303492,NOSTRAND AV/AVENUE R,40.606969,-73.943227,B44 B44+ B44-SBS
100048,GRAND CONCOURSE/E 196 ST,40.867955,-73.892642,BX1 BX2 BXM4 Bx1 Bx2 BxM4
100161,UNIVERSITY AV/W 190 ST,40.865519,-73.903034,BX3 Bx3
308028,1 AV/56 ST,40.647142,-74.02267,B11
101703,ALLERTON AV/LACONIA AV,40.865364,-73.855326,BX25 BX26 Bx25 Bx26
308325,5 AV/63 ST,40.637957,-74.017644,B63
307269,POSTAL FACILITY RD/BROOKLYN MAIL FACILITY,40.664717,-73.862732,B13 B14
401762,2 AV/E 66 ST,40.764664,-73.961439,M15
301420,CRESCENT ST/COZINE AV,40.66257,-73.866734,B13
101165,NEREID AV/MUNDY LA,40.900482,-73.840125,BX16 Bx16
305922,8 AV/40 ST,40.64646,-73.998197,B70
401600,FDR DR/555 FDR DR,40.71675,-73.975842,M14D+ M14D-SBS M21
300107,86 ST/AVENUE U,40.595564,-73.983487,B1 B4
301532,POWELL ST/BLAKE AV,40.666938,-73.903175,B14
801194,KINGS HWY/AVENUE K,40.625559,-73.933602,B82+ B82-SBS
300834,AVENUE D/E 31 ST,40.640968,-73.947133,B8
403826,FREDERICK DOUGLASS BLVD/W 145 ST,40.82312,-73.941579,M10
300252,AVENUE U/E 37 ST,40.606823,-73.927309,B3
301175,50 ST/NEW UTRECHT AV,40.635485,-73.994491,B11
901340,STILLWELL AV/MERMAID AV,40.577038,-73.98159,B64
101368,E 149 ST/TINTON AV,40.812659,-73.906146,BX17 BX19 Bx17 Bx19
404056,RIVERSIDE DR/W 139 ST,40.823431,-73.955324,M11
505086,STANHOPE ST/ONDERDONK AV,40.707425,-73.913732,B38
401264,CENTRAL PARK WEST/W 106 ST,40.798297,-73.959714,M10
350096,E 66 ST / STRICKLAND AV,40.615806,-73.909348,B100 BM1
104285,E 138 ST/SAINT ANN'S AV,40.806642,-73.917271,BX17 BX33 Bx17 Bx33
300945,60 ST/23 AV,40.615377,-73.976386,B9
305634,7 AV/UNION ST,40.674858,-73.975088,B67 B69
101556,CASTLE HILL AV/CHATTERTON AV,40.828016,-73.850206,BX22 Bx22
405641,SAINT NICHOLAS AV/W 189 ST,40.854377,-73.929979,M3
401386,HUDSON ST/W 13 ST,40.740187,-74.005344,M11 M12
301057,E 98 ST/LOTT AV,40.657257,-73.914196,B15
303810,CLASSON AV/WILLOUGHBY AV,40.692806,-73.960763,B48
303019,LAFAYETTE AV/SOUTH PORTLAND AV,40.687206,-73.974215,B38
103541,UNDERCLIFF AV/SEDGWICK AV,40.842892,-73.926796,BX18A Bx18A
401916,YORK AV/E 91 ST,40.778847,-73.945062,M31 M86+ M86-SBS
100415,HUNTS POINT AV/SPOFFORD AV,40.814653,-73.885892,BX6 BX6+ Bx6 Bx6-SBS
101484,CASTLE HILL AV/QUIMBY AV,40.826079,-73.849609,BX22 BX5 Bx22 Bx5
300684,KINGS HWY/AVENUE I,40.630112,-73.932493,B7
300319,SHELL RD/AVENUE Y,40.58764,-73.974415,B4
504219,GREENPOINT AV/48 AV,40.739761,-73.924389,B24
102229,BAINBRIDGE AV/EAST MOSHOLU PKWY NORTH,40.872927,-73.880542,BX28 BX34 BX38 Bx28 Bx34 Bx38
401191,E 14 ST/3 AV,40.733008,-73.986729,L92 M14A+ M14A-SBS M14D+ M14D-SBS
306594,W 5 ST/WEST BRIGHTON AV,40.577103,-73.972618,B36 B68
404144,BROADWAY/W 207 ST,40.867837,-73.920569,BX12 BX12+ Bx12 Bx12-SBS
401936,W 96 ST/COLUMBUS AV,40.792604,-73.967161,M106 M96
104524,MELROSE AV/E 161 ST,40.824308,-73.913705,BX41 Bx41
101021,3 AV/E 153 ST,40.818712,-73.914144,BX15 BX21 Bx15 Bx21
102081,E 225 ST/SCHIEFFELIN PL,40.882492,-73.844913,BX31 Bx31
307582,4 AV/95 ST,40.616105,-74.031146,B8
301966,PENNSYLVANIA AV/BELMONT AV,40.670884,-73.895551,B20 B83
400060,5 AV/E 138 ST,40.814463,-73.936251,M1
307390,NEW LOTS AV/MOTHER GASTON BLVD,40.65701,-73.903759,B15
404977,CHAMBERS ST/CHURCH ST,40.714802,-74.007821,M22
302814,AVENUE Z/E 13 ST,40.587731,-73.955805,B36
305755,CONEY ISLAND AV/AVENUE M,40.617265,-73.963883,B68
100960,CAMPBELL DR/STADIUM AV,40.83791,-73.818838,BX24 Bx24
901721,BUSHWICK AV/DESALES Pl,40.681952,-73.904972,B111
307389,SHORE PKWY/STORAGE,40.594129,-73.997678,B6
305216,ATLANTIC AV/CLINTON ST,40.690391,-73.994744,B61 B63
300404,BAY RIDGE PKWY/11 AV,40.623164,-74.012115,B4
300379,AVENUE Z/W 2 ST,40.586131,-73.971148,B4
350207,VAN SICLEN AV /COZINE AV,40.656201,-73.882389,BM5
307647,FORT HAMILTON PKWY/83 ST,40.6218,-74.022276,B16 B70
307793,CHURCH AV/NOSTRAND AV,40.650853,-73.950008,B35
403781,CENTRAL PARK SOUTH/COLUMBUS CIRCLE,40.767567,-73.980989,M104 M20 M5 M7
305070,ROCKAWAY AV/RIVERDALE AV,40.660683,-73.908491,B60
306111,LORRAINE ST/HICKS ST,40.674226,-74.00628,B57 B61
100041,GRAND CONCOURSE/E 182 ST,40.856254,-73.900358,BX1 BX2 Bx1 Bx2
101744,CO-OP CITY BLVD/PEARTREE AV,40.880121,-73.823686,BX23 BX25 BX28 BX30 BX38 Bx23 Bx25 Bx28 Bx30 Bx38 Q50
100103,GRAND CONCOURSE/EAST FORDHAM RD,40.861909,-73.897737,BX1 BX2 BXM4 Bx1 Bx2 BxM4
350061,AVENUE T / MILL AV,40.616917,-73.915774,B100
401657,AVENUE A/E 5 ST,40.7251,-73.984118,L92 M14A+ M14A-SBS
404839,BROADWAY/DONGAN PL,40.863519,-73.93004,BX7 Bx7 M100
307690,GATES AV/WILSON AV,40.695572,-73.916057,B52
301674,CATON AV/McDONALD AV,40.64739,-73.980133,B16
100471,RIVERDALE AV/W 259 ST,40.90655,-73.90429,BX10 BX7 BXM1 BXM18 BXM2 Bx10 Bx7 BxM1 BxM18 BxM2
103081,ASCH LOOP/ALCOTT PL,40.871454,-73.830546,BX23 BX26 BX28 BX30 BXM7 Bx23 Bx26 Bx28 Bx30 BxM7
301418,FOUNTAIN AV/VANDALIA AV,40.659222,-73.866128,B13 B84
301797,REMSEN AV/SEAVIEW AV,40.630431,-73.895227,B17
403658,W 181 ST/AMSTERDAM AV,40.848163,-73.931184,BX11 BX13 BX3 BX35 BX36 Bx11 Bx13 Bx3 Bx35 Bx36
100752,CLAREMONT PKWY/WASHINGTON AV,40.838615,-73.902322,BX11 Bx11
306343,BUFFALO AV/PROSPECT PL,40.673264,-73.925056,B15 B45 B65
101460,BOSTON RD/E 168 ST,40.829374,-73.902632,BX21 Bx21
400240,ADAM C POWELL BLVD/W 143 ST,40.820515,-73.939681,M2
300491,BAY PKWY/86 ST,40.602119,-73.993777,B6 B82 B82+ B82-SBS
307360,FLATBUSH AV/SAINT MARKS AV,40.679494,-73.974272,B67
400038,MADISON AV/E 91 ST,40.78436,-73.956137,M1 M2 M3 M4
308911,N 14 ST/KENT AV,40.724076,-73.957514,B32
400091,W 139 ST/MALCOLM X BLVD,40.816381,-73.938746,M1
101059,3 AV/E 163 ST,40.823866,-73.908942,BX15 BX21 Bx15 Bx21
404211,5 AV/W 28 ST,40.744396,-73.987625,M1 M2 M3 M55
904980,JACKSON AV/45 AV,40.746666,-73.943613,B94
982460,MADISON AV/E 44 ST,40.753764,-73.978495,BXM18 BXM6 BXM9 BxM18 BxM6 BxM9
103657,BOSTON RD/ASTOR AV,40.859786,-73.867315,BX30 Bx30
101444,MORRIS PARK AV/WHITE PLAINS RD,40.845285,-73.866378,BX21 BXM10 Bx21 BxM10
302852,SURF AV/W 8 ST,40.575476,-73.977167,B102 B90 T464
103784,LONGSTREET AV/CHAFFEE AV,40.816201,-73.804619,BX8 Bx8
102577,EAST TREMONT AV/SAINT PETERS AV,40.842803,-73.84988,BX40 BX42 BX4A Bx40 Bx42 Bx4A
306215,VANDALIA AV /BETHEL LOOP,40.651984,-73.882364,B83 BM5
307249,FULTON ST/LEWIS AV,40.679682,-73.935381,B25
