node_id,name,street,from_street,to_street,borough,lat,lng
50084,FLEET STREET at YELLOWSTONE BOULEVARD,FLEET STREET,YELLOWSTONE BOULEVARD,,Queens,40.71970203178202,-73.8558237290601
34255,117 ROAD at 133 STREET,117 ROAD,133 STREET,,Queens,40.67552230551853,-73.80571239282146
46346,65 PLACE at WOODSIDE AVENUE,65 PLACE,WOODSIDE AVENUE,,Queens,40.74348730176191,-73.89907409573703
27960,GATES AVENUE at WYCKOFF AVENUE,GATES AVENUE,WYCKOFF AVENUE,,B,40.699938002241616,-73.91180820088921
41683,25 STREET at 28 AVENUE,25 STREET,28 AVENUE,,Queens,40.76987061515388,-73.92408130574672
41832,52 STREET at BARNETT AVENUE,52 STREET,BARNETT AVENUE,,Queens,40.74997941064017,-73.91162522313387
55245,82 ROAD at 164 STREET,82 ROAD,164 STREET,,Queens,40.71780101561201,-73.80357239031021
54825,69 ROAD at 140 STREET,69 ROAD,140 STREET,,Queens,40.73010489686754,-73.82584239279674
41266,58 STREET at QUEENS BOULEVARD,58 STREET,QUEENS BOULEVARD,,Queens,40.741862248067505,-73.90750569641939
58987,85 ROAD at MC LAUGHLIN AVENUE,85 ROAD,MC LAUGHLIN AVENUE,,Queens,40.72360968417738,-73.77122329604009
50195,67 ROAD at QUEENS BOULEVARD,67 ROAD,QUEENS BOULEVARD,,Queens,40.7265694003814,-73.85264012119438
42201,23 STREET at ASTORIA BOULEVARD,23 STREET,ASTORIA BOULEVARD,,Queens,40.77177595709695,-73.92444128039068
41464,29 STREET at 39 AVENUE,29 STREET,39 AVENUE,,Queens,40.75352138667543,-73.9344702649955
41812,35 STREET at GRAND CENTRAL PARKWAY ET    3 WB,35 STREET,GRAND CENTRAL PARKWAY ET    3 WB,,Queens,40.76991934461426,-73.91450810591235
19941,MANHATTAN AVENUE at SCHOLES STREET,MANHATTAN AVENUE,SCHOLES STREET,,B,40.70862519770241,-73.94512445041069
34259,120 AVENUE at 134 STREET,120 AVENUE,134 STREET,,Queens,40.67530127220069,-73.8046161121266
55355,170 STREET at JEWEL AVENUE,170 STREET,JEWEL AVENUE,,Queens,40.73146341441977,-73.79956052909041
31574,79 STREET at 151 AVENUE,79 STREET,151 AVENUE,,Queens,40.66718306085132,-73.8554694594685
42134,14 STREET at 28 AVENUE,14 STREET,28 AVENUE,,Queens,40.77214955285895,-73.92899235358081
41817,43 AVENUE at 52 STREET,43 AVENUE,52 STREET,,Queens,40.74416659840205,-73.91247980406226
51498,34 AVENUE at COLLEGE POINT BOULEVARD,34 AVENUE,COLLEGE POINT BOULEVARD,,Queens,40.76508683729731,-73.83703568073014
54726,70 AVENUE at 137 STREET,70 AVENUE,137 STREET,,Queens,40.72779623144348,-73.82810170619449
58482,75 AVENUE at 173 STREET,75 AVENUE,173 STREET,,Queens,40.7276556040646,-73.79663324219929
51425,60 AVENUE at COLLEGE POINT BOULEVARD,60 AVENUE,COLLEGE POINT BOULEVARD,,Queens,40.744175762417726,-73.83584967731696
66699,78 STREET at 156 AVENUE,78 STREET,156 AVENUE,,Queens,40.66212550293757,-73.85525663958322
22383,GRAHAM AVENUE at MEEKER AVENUE,GRAHAM AVENUE,MEEKER AVENUE,,B,40.71956728630714,-73.94560358921574
51497,32 AVENUE at COLLEGE POINT BOULEVARD,32 AVENUE,COLLEGE POINT BOULEVARD,,Queens,40.766436077458565,-73.83766223090008
69838,128 STREET at BEND,128 STREET,BEND,,Queens,40.67524044730546,-73.80973928005942
22385,GRAHAM AVENUE at MEEKER AVENUE,GRAHAM AVENUE,MEEKER AVENUE,,B,40.71923235118722,-73.94535755222866
41554,29 STREET at 34 AVENUE,29 STREET,34 AVENUE,,Queens,40.76042145306156,-73.92884954874486
46262,63 STREET at HICKS DRIVE,63 STREET,HICKS DRIVE,,Queens,40.744006439112695,-73.90150209404035
50404,66 ROAD at GRAND CENTRL PARKWAY,66 ROAD,GRAND CENTRL PARKWAY,,Queens,40.73115341171815,-73.84281412617851
34261,120 AVENUE at 135 STREET,120 AVENUE,135 STREET,,Queens,40.67557430998108,-73.80370673237417
26939,HERKIMER STREET at ROCHESTER AVENUE,HERKIMER STREET,ROCHESTER AVENUE,,B,40.678427896587166,-73.92742752963457
15087,NEVINS STREET at STATE STREET,NEVINS STREET,STATE STREET,,B,40.686720453371414,-73.9822316465541
58839,BARRINGTON STREET at HENLEY ROAD,BARRINGTON STREET,HENLEY ROAD,,Queens,40.71801428096921,-73.77811276701345
58474,173 STREET at UNION TURNPIKE,173 STREET,UNION TURNPIKE,,Queens,40.72441407181152,-73.79588157138039
41811,35 STREET at GRAND CENTRAL PARKWAY,35 STREET,GRAND CENTRAL PARKWAY,,Queens,40.76975493059932,-73.9146416619207
27367,DEVOE STREET at HUMBOLDT STREET,DEVOE STREET,HUMBOLDT STREET,,B,40.71395548722538,-73.94258293721313
54815,138 STREET at JEWEL AVENUE,138 STREET,JEWEL AVENUE,,Queens,40.728864170731946,-73.82754560302533
41387,29 STREET at 41 AVENUE,29 STREET,41 AVENUE,,Queens,40.75100472149581,-73.93680117411824
41091,45 STREET at 47 AVENUE,45 STREET,47 AVENUE,,Queens,40.74126165665146,-73.92002840124972
51494,32 AVENUE at COLLEGE POINT BOULEVARD,32 AVENUE,COLLEGE POINT BOULEVARD,,Queens,40.76633726799704,-73.83802905457209
41810,35 STREET at GRAND CENTRAL PKWY EB EN   33 ST,35 STREET,GRAND CENTRAL PKWY EB EN   33 ST,,Queens,40.76960140537142,-73.9147655512198
15238,BEAVER STREET at WILLIAM STREET,BEAVER STREET,WILLIAM STREET,,Manhattan,40.7051477330608,-74.00998418639021
27990,53 STREET at FLUSHING AVENUE,53 STREET,FLUSHING AVENUE,,Queens,40.71442495557624,-73.91423748528125
49974,67 ROAD at ALDERTON STREET,67 ROAD,ALDERTON STREET,,Queens,40.71741324542648,-73.85886695143608
45291,43 AVENUE at 64 STREET,43 AVENUE,64 STREET,,Queens,40.742161406260365,-73.90118531657063
41923,31 AVENUE at 51 STREET,31 AVENUE,51 STREET,,Queens,40.756999264158544,-73.90782817505301
23741,EAST  105 STREET at LEXINGTON AVENUE,EAST  105 STREET,LEXINGTON AVENUE,,Manhattan,40.79156945499628,-73.94677198531195
41816,43 AVENUE at 51 STREET,43 AVENUE,51 STREET,,Queens,40.74436457306726,-73.91370658905484
58510,171 STREET at HORACE HARDING EXPRESSWAY,171 STREET,HORACE HARDING EXPRESSWAY,,Queens,40.738443931505024,-73.7982020037907
23836,EAST  110 STREET at LEXINGTON AVENUE,EAST  110 STREET,LEXINGTON AVENUE,,Manhattan,40.794808437544106,-73.94440664155029
41815,51 STREET at NYCTA SUBWAY,51 STREET,NYCTA SUBWAY,,Queens,40.743771941976426,-73.91382910683384
29196,JUNIUS STREET at LIVONIA AVENUE,JUNIUS STREET,LIVONIA AVENUE,,B,40.66365836487926,-73.90145114658549
17238,20 AVENUE at 50 STREET,20 AVENUE,50 STREET,,B,40.62494825974678,-73.97710959258382
66639,69 AVENUE at METROPOLITAN AVENUE,69 AVENUE,METROPOLITAN AVENUE,,Queens,40.71120058186252,-73.85555783703757
45265,50 AVENUE at 65 PLACE,50 AVENUE,65 PLACE,,Queens,40.737012168368615,-73.89992486920407
50945,51 AVENUE at ALSTYNE AVENUE,51 AVENUE,ALSTYNE AVENUE,,Queens,40.74317578377288,-73.85692118501714
58756,AVON STREET at HENLEY ROAD,AVON STREET,HENLEY ROAD,,Queens,40.71798737466924,-73.78159825010889
58471,77 ROAD at 171 STREET,77 ROAD,171 STREET,,Queens,40.72511537213628,-73.79796928019948
34474,77 ROAD at KEW FOREST LANE,77 ROAD,KEW FOREST LANE,,Queens,40.714945092244875,-73.83368201686184
27355,BUSHWICK AVENUE at SCHOLES STREET,BUSHWICK AVENUE,SCHOLES STREET,,B,40.70910254531859,-73.94007704108813
58509,171 STREET at HORACE HARDING EXPRESSWAY,171 STREET,HORACE HARDING EXPRESSWAY,,Queens,40.737909596671365,-73.79823324311847
55411,COLLEGE POINT BOULEVARD at MAPLE AVENUE,COLLEGE POINT BOULEVARD,MAPLE AVENUE,,Queens,40.75372125332829,-73.83282012096575
51647,28 AVENUE at 122 STREET,28 AVENUE,122 STREET,,Queens,40.77311669033295,-73.84641994137995
45264,51 AVENUE at 65 PLACE,51 AVENUE,65 PLACE,,Queens,40.73561443187029,-73.89998298826514
55327,168 STREET at UNION TURNPIKE,168 STREET,UNION TURNPIKE,,Queens,40.722940357616324,-73.80019354128213
50398,67 DRIVE at 112 STREET,67 DRIVE,112 STREET,,Queens,40.72895875248529,-73.84240014309601
13912,8 AVENUE at 57 STREET,8 AVENUE,57 STREET,,B,40.6371955285682,-74.00778794417299
46153,41 DRIVE at 58 STREET,41 DRIVE,58 STREET,,Queens,40.744126484548936,-73.90693651869383
31639,82 STREET at 151 AVENUE,82 STREET,151 AVENUE,,Queens,40.667590501199086,-73.8526025594823
15356,ANN STREET at THEATRE ALLEY,ANN STREET,THEATRE ALLEY,,Manhattan,40.710805284915125,-74.00775834282095
58485,71 AVENUE at 171 STREET,71 AVENUE,171 STREET,,Queens,40.73058797653985,-73.79871487776622
41831,39 AVENUE at 52 STREET,39 AVENUE,52 STREET,,Queens,40.748684576213535,-73.91164202722368
26814,HERKIMER STREET at TROY AVENUE,HERKIMER STREET,TROY AVENUE,,B,40.67887792084664,-73.93559886043417
50178,69 AVENUE at EXETER STREET,69 AVENUE,EXETER STREET,,Queens,40.71873515339156,-73.85100741857259
41849,31 AVENUE at 46 STREET,31 AVENUE,46 STREET,,Queens,40.75906579379702,-73.9122863531492
19894,KOSCIUSKO STREET at TOMPKINS AVENUE,KOSCIUSKO STREET,TOMPKINS AVENUE,,B,40.69130013135287,-73.94549553150586
34171,132 STREET at LINCOLN STREET,132 STREET,LINCOLN STREET,,Queens,40.67726486957887,-73.80756146363227
24042,WEST  133 STREET at H HUDSON PARKWAY ENTRANCE NB,WEST  133 STREET,H HUDSON PARKWAY ENTRANCE NB,,Manhattan,40.820258531484136,-73.9594810921695
34104,116 AVENUE at 128 STREET,116 AVENUE,128 STREET,,Queens,40.67750884471365,-73.81084577052104
19420,BERRY STREET at SOUTH   11 STREET,BERRY STREET,SOUTH   11 STREET,,B,40.70748762540299,-73.96605866599747
67250,DANE PLACE at YELLOWSTONE BOULEVARD,DANE PLACE,YELLOWSTONE BOULEVARD,,Queens,40.72078658466201,-73.8553176847312
55285,166 STREET at JEWEL AVENUE,166 STREET,JEWEL AVENUE,,Queens,40.73160030239616,-73.8031633441189
15188,ALBANY STREET at GREENWICH STREET,ALBANY STREET,GREENWICH STREET,,Manhattan,40.709146980426986,-74.01308187685018
19818,DEVOE STREET at UNION AVENUE,DEVOE STREET,UNION AVENUE,,B,40.71310631401524,-73.95146578985253
55333,76 AVENUE at 167 STREET,76 AVENUE,167 STREET,,Queens,40.726088717999424,-73.80179943850614
34165,132 STREET at FOCH BOULEVARD,132 STREET,FOCH BOULEVARD,,Queens,40.67653722083827,-73.80723086433554
51646,29 AVENUE at 122 STREET,29 AVENUE,122 STREET,,Queens,40.771937382391975,-73.84648870861331
22378,GRAHAM AVENUE at NEWTON STREET,GRAHAM AVENUE,NEWTON STREET,,B,40.72078909568726,-73.94650364425101
50289,67 AVENUE at YELLOWSTONE BOULEVARD,67 AVENUE,YELLOWSTONE BOULEVARD,,Queens,40.72845017336801,-73.84924748338852
23967,HENRY HUDSON PY SB EN W  125 ST at ST CLAIRE PLACE,HENRY HUDSON PY SB EN W  125 ST,ST CLAIRE PLACE,,Manhattan,40.81802315333387,-73.961818603028
51742,123 STREET at COLLEGE POINT BOULEVARD,123 STREET,COLLEGE POINT BOULEVARD,,Queens,40.77296505089894,-73.84553480687771
55424,39 AVENUE at COLLEGE POINT BOULEVARD,39 AVENUE,COLLEGE POINT BOULEVARD,,Queens,40.75899259318515,-73.83452851718795
55335,76 AVENUE at 168 STREET,76 AVENUE,168 STREET,,Queens,40.72618737829934,-73.80090703735432
41470,28 STREET at 38 AVENUE,28 STREET,38 AVENUE,,Queens,40.75501546475878,-73.93433515886375
14112,11 AVENUE at NEW UTRECHT AVENUE,11 AVENUE,NEW UTRECHT AVENUE,,B,40.63981613476901,-73.99434692507324
43850,AMSTERDAM AVENUE at LAUREL HILL TERRACE,AMSTERDAM AVENUE,LAUREL HILL TERRACE,,Manhattan,40.85248778229151,-73.92769565754283
41733,31 AVENUE at 38 STREET,31 AVENUE,38 STREET,,Queens,40.761695074960286,-73.9178880798275
58504,65 AVENUE at 171 STREET,65 AVENUE,171 STREET,,Queens,40.73652732229784,-73.79832032330731
51660,COLLEGE POINT BOULEVARD at GRAHAM COURT,COLLEGE POINT BOULEVARD,GRAHAM COURT,,Queens,40.77509417748943,-73.84662805535082
34096,126 STREET at FOCH BOULEVARD,126 STREET,FOCH BOULEVARD,,Queens,40.67526973034677,-73.81155535645873
55351,168 STREET at JEWEL AVENUE,168 STREET,JEWEL AVENUE,,Queens,40.73151690096486,-73.80136631734365
108348,12 AVENUE at WEST  125 STREET,12 AVENUE,WEST  125 STREET,,Manhattan,40.81808890544368,-73.96047600472832
51659,26 AVENUE at COLLEGE POINT BOULEVARD,26 AVENUE,COLLEGE POINT BOULEVARD,,Queens,40.77446051031168,-73.84667506040142
50482,75 AVENUE at AUSTIN STREET,75 AVENUE,AUSTIN STREET,,Queens,40.71719880236826,-73.8386167543565
14132,40 STREET at NEW UTRECHT AVENUE,40 STREET,NEW UTRECHT AVENUE,,B,40.64453619847865,-73.99426782390428
41809,35 STREET at ASTORIA BOULEVARD,35 STREET,ASTORIA BOULEVARD,,Queens,40.76947041704232,-73.91487376454009
55427,COLLEGE POINT BOULEVARD at LONG ISLAND RAILROAD,COLLEGE POINT BOULEVARD,LONG ISLAND RAILROAD,,Queens,40.75672152423845,-73.83380197536378
41611,28 STREET at 33 AVENUE,28 STREET,33 AVENUE,,Queens,40.76247466182666,-73.92829080460042
34159,128 STREET at ROCKAWAY BOULEVARD,128 STREET,ROCKAWAY BOULEVARD,,Queens,40.67510812368115,-73.80978184724206
32461,69 AVENUE at OLCOTT STREET,69 AVENUE,OLCOTT STREET,,Queens,40.71230413234494,-73.85507072293356
37913,BEACH   25 STREET at ROCKAWAY FREEWAY,BEACH   25 STREET,ROCKAWAY FREEWAY,,Queens,40.59987047709656,-73.76156165945653
58918,87 ROAD at CHEVY CHASE STREET,87 ROAD,CHEVY CHASE STREET,,Queens,40.71628205984044,-73.77518213848293
55336,77 ROAD at 168 STREET,77 ROAD,168 STREET,,Queens,40.72451704883913,-73.80059030992918
27109,EAST NEW YORK AVENUE at SARATOGA AVENUE,EAST NEW YORK AVENUE,SARATOGA AVENUE,,B,40.669543764127305,-73.91713589050215
108516,MC LAUGHLIN AVENUE at PALERMO STREET,MC LAUGHLIN AVENUE,PALERMO STREET,,Queens,40.722463841450136,-73.77386524533635
67355,FLEET STREET at GROTON STREET,FLEET STREET,GROTON STREET,,Queens,40.71964462376589,-73.85785840396841
17224,20 AVENUE at 52 STREET,20 AVENUE,52 STREET,,B,40.62388216592465,-73.97820027820107
22314,BROOME STREET at GRAHAM AVENUE,BROOME STREET,GRAHAM AVENUE,,B,40.72214348490886,-73.94723369674175
24024,MARGINAL STREET at WEST  125 STREET,MARGINAL STREET,WEST  125 STREET,,Manhattan,40.81873604675758,-73.96108327878767
58846,BARRINGTON STREET at CAMBRIDGE ROAD,BARRINGTON STREET,CAMBRIDGE ROAD,,Queens,40.718755981314054,-73.77803904663038
58929,188 STREET at MC LAUGHLIN AVENUE,188 STREET,MC LAUGHLIN AVENUE,,Queens,40.72161902848789,-73.77670838393321
31636,82 STREET at 155 AVENUE,82 STREET,155 AVENUE,,Queens,40.66438364916901,-73.85180092086358
449,ALLENTOWN LANE at ARTHUR KILL ROAD,ALLENTOWN LANE,ARTHUR KILL ROAD,,S,40.528223606551634,-74.23937177226998
41268,44 AVENUE at 58 STREET,44 AVENUE,58 STREET,,Queens,40.7425147848697,-73.90732904163438
44424,AMSTERDAM AVENUE at WEST  190 STREET,AMSTERDAM AVENUE,WEST  190 STREET,,Manhattan,40.85371714438436,-73.92679937943448
17225,20 AVENUE at 51 STREET,20 AVENUE,51 STREET,,B,40.62444188999671,-73.97761660371617
34258,134 STREET at ROCKAWAY BOULEVARD,134 STREET,ROCKAWAY BOULEVARD,,Queens,40.67463128954803,-73.80451131811266
37102,104 ROAD at 164 STREET,104 ROAD,164 STREET,,Queens,40.699819676919724,-73.79254897157783
54810,71 ROAD at 136 STREET,71 ROAD,136 STREET,,Queens,40.726053837966546,-73.82715429446961
24032,RIVERSIDE DRIVE at WEST  130 STREET,RIVERSIDE DRIVE,WEST  130 STREET,,Manhattan,40.818123068968305,-73.96023645555798
58569,74 AVENUE at UTOPIA PARKWAY,74 AVENUE,UTOPIA PARKWAY,,Queens,40.72934789457696,-73.79322750896442
51645,30 AVENUE at 122 STREET,30 AVENUE,122 STREET,,Queens,40.771321387279244,-73.84653902413197
50550,75 ROAD at AUSTIN STREET,75 ROAD,AUSTIN STREET,,Queens,40.716731494065684,-73.83795870304508
55412,AVERY AVENUE at COLLEGE POINT BOULEVARD,AVERY AVENUE,COLLEGE POINT BOULEVARD,,Queens,40.75231730629538,-73.83239100398714
43742,AMSTERDAM AVENUE at WEST  184 STREET,AMSTERDAM AVENUE,WEST  184 STREET,,Manhattan,40.849913475292986,-73.9296324794833
49902,66 AVENUE at WOODHAVEN BOULEVARD,66 AVENUE,WOODHAVEN BOULEVARD,,Queens,40.71827667988714,-73.86357111153879
54729,68 DRIVE at 138 STREET,68 DRIVE,138 STREET,,Queens,40.73083047318245,-73.82855422087742
31034,77 STREET at 157 AVENUE,77 STREET,157 AVENUE,,Queens,40.6603718300601,-73.85576817550476
59041,MARENGO STREET at MC LAUGHLIN AVENUE,MARENGO STREET,MC LAUGHLIN AVENUE,,Queens,40.72443128481921,-73.76862359647781
34173,116 AVENUE at 134 STREET,116 AVENUE,134 STREET,,Queens,40.6787942498311,-73.80631436695386
42177,23 STREET at 28 AVENUE,23 STREET,28 AVENUE,,Queens,40.770511016072355,-73.92545857624849
50291,67 ROAD at 108 STREET,67 ROAD,108 STREET,,Queens,40.7282886676645,-73.84721210929777
31573,79 STREET at 149 AVENUE,79 STREET,149 AVENUE,,Queens,40.668732101361634,-73.85584067728817
34469,77 ROAD at AUSTIN STREET,77 ROAD,AUSTIN STREET,,Queens,40.714132922811174,-73.83494126707869
58489,73 AVENUE at 173 STREET,73 AVENUE,173 STREET,,Queens,40.729225589736835,-73.79692786582352
24111,OLD BROADWAY at WEST  133 STREET,OLD BROADWAY,WEST  133 STREET,,Manhattan,40.81848022476793,-73.95529480635807
24295,8 AVENUE at WEST  137 STREET,8 AVENUE,WEST  137 STREET,,Manhattan,40.817799207246836,-73.94559812457275
42200,23 STREET at NEWTOWN AVENUE,23 STREET,NEWTOWN AVENUE,,Queens,40.771354772176636,-73.92478315052978
51495,33 AVENUE at COLLEGE POINT BOULEVARD,33 AVENUE,COLLEGE POINT BOULEVARD,,Queens,40.76565487143222,-73.83742049516793
41544,29 STREET at 36 AVENUE,29 STREET,36 AVENUE,,Queens,40.75733408546948,-73.93135128766687
65562,GRAHAM AVENUE at RICHARDSON STREET,GRAHAM AVENUE,RICHARDSON STREET,,B,40.71878171386865,-73.94508397709704
34164,FOCH BOULEVARD at LINCOLN STREET,FOCH BOULEVARD,LINCOLN STREET,,Queens,40.676460334805384,-73.80751061817459
31570,80 STREET at 155 AVENUE,80 STREET,155 AVENUE,,Queens,40.664114918442266,-73.85372364045615
55353,169 STREET at JEWEL AVENUE,169 STREET,JEWEL AVENUE,,Queens,40.73149667021028,-73.8004626936884
17309,AVENUE I at EAST    4 STREET,AVENUE I,EAST    4 STREET,,B,40.62631854220829,-73.97322001033733
24306,8 AVENUE at WEST  141 STREET,8 AVENUE,WEST  141 STREET,,Manhattan,40.82029456385831,-73.94377634994194
45371,50 AVENUE at 68 STREET,50 AVENUE,68 STREET,,Queens,40.7369451771625,-73.89684013956537
50402,66 AVENUE at GRAND CENTRL PARKWAY,66 AVENUE,GRAND CENTRL PARKWAY,,Queens,40.73181434426539,-73.84350489111638
50201,66 ROAD at YELLOWSTONE BOULEVARD,66 ROAD,YELLOWSTONE BOULEVARD,,Queens,40.72915439108422,-73.84944777648062
34475,AUSTIN STREET at UNION TURNPIKE,AUSTIN STREET,UNION TURNPIKE,,Queens,40.71291697565997,-73.83356895749411
24274,LENOX AVENUE at WEST  123 STREET,LENOX AVENUE,WEST  123 STREET,,Manhattan,40.80646909959685,-73.94643801657135
58758,AVON STREET at KRUGER ROAD,AVON STREET,KRUGER ROAD,,Queens,40.71718516633979,-73.78136340440817
59040,MC LAUGHLIN AVENUE at PINTO STREET,MC LAUGHLIN AVENUE,PINTO STREET,,Queens,40.72433945687152,-73.76907035371552
55413,COLLEGE POINT BOULEVARD at POPLE AVENUE,COLLEGE POINT BOULEVARD,POPLE AVENUE,,Queens,40.753007445061904,-73.83260086515521
22330,JEWELL STREET at MESEROLE AVENUE,JEWELL STREET,MESEROLE AVENUE,,B,40.72875836341575,-73.94766544380013
34167,133 STREET at FOCH BOULEVARD,133 STREET,FOCH BOULEVARD,,Queens,40.676797031789896,-73.80633702233791
32472,69 AVENUE at JUNO STREET,69 AVENUE,JUNO STREET,,Queens,40.71551858264848,-73.85303350871845
41830,39 AVENUE at 52 STREET,39 AVENUE,52 STREET,,Queens,40.74871448966413,-73.91188826370811
9059,MILFORD DRIVE at CLOVE ROAD,MILFORD DRIVE,CLOVE ROAD,,S,40.610259790908714,-74.09748867640654
50292,67 AVENUE at 108 STREET,67 AVENUE,108 STREET,,Queens,40.72895420144784,-73.84755396055006
51746,30 AVENUE at COLLEGE POINT BOULEVARD,30 AVENUE,COLLEGE POINT BOULEVARD,,Queens,40.77124914164659,-73.84373313490177
59047,MC LAUGHLIN AVENUE at SUTRO STREET,MC LAUGHLIN AVENUE,SUTRO STREET,,Queens,40.725243692150556,-73.76652215411339
69529,29 STREET at 41 AVENUE,29 STREET,41 AVENUE,,Queens,40.751230173551235,-73.93659063677025
70751,BEACH  105 STREET at ROCKAWAY FREEWAY,BEACH  105 STREET,ROCKAWAY FREEWAY,,Queens,40.58353568999445,-73.82633723179875
22317,ENGERT AVENUE at GRAHAM AVENUE,ENGERT AVENUE,GRAHAM AVENUE,,B,40.72147401050028,-73.94697995437745
41876,38 STREET at ASTORIA BOULEVARD,38 STREET,ASTORIA BOULEVARD,,Queens,40.7696057330244,-73.91138266203404
15240,EXCHANGE PLACE at WILLIAM STREET,EXCHANGE PLACE,WILLIAM STREET,,Manhattan,40.705796426694604,-74.00986580839673
59095,FRANCIS LEWIS BOULEVARD at MC LAUGHLIN AVENUE,FRANCIS LEWIS BOULEVARD,MC LAUGHLIN AVENUE,,Queens,40.72547746203295,-73.76557705967915
34470,77 AVENUE at KEW FOREST LANE,77 AVENUE,KEW FOREST LANE,,Queens,40.71549354513977,-73.83439769178612
34179,134 STREET at LINDEN BOULEVARD,134 STREET,LINDEN BOULEVARD,,Queens,40.68228651043439,-73.80804693914202
24296,8 AVENUE at WEST  138 STREET,8 AVENUE,WEST  138 STREET,,Manhattan,40.81842371940687,-73.94514131227014
55414,BLOSSOM AVENUE at COLLEGE POINT BOULEVARD,BLOSSOM AVENUE,COLLEGE POINT BOULEVARD,,Queens,40.75145759533946,-73.83227581831105
9331,DOE PLACE at NORTH BURGHER AVENUE,DOE PLACE,NORTH BURGHER AVENUE,,S,40.636690931070184,-74.11488701410623
42504,EAST  130 STREET at METRO-NORTH RR,EAST  130 STREET,METRO-NORTH RR,,Manhattan,40.808220478893794,-73.93671827525864
41545,28 STREET at 35 AVENUE,28 STREET,35 AVENUE,,Queens,40.759252882425166,-73.9309003534283
55281,164 STREET at JEWEL AVENUE,164 STREET,JEWEL AVENUE,,Queens,40.73169031132887,-73.80508144625912
41866,25 AVENUE at 41 STREET,25 AVENUE,41 STREET,,Queens,40.76758043188226,-73.91088626564125
27108,EAST NEW YORK AVENUE at SARATOGA AVENUE,EAST NEW YORK AVENUE,SARATOGA AVENUE,,B,40.669392231424474,-73.91748266147958
51775,20 AVENUE at 126 STREET,20 AVENUE,126 STREET,,Queens,40.781691355314805,-73.84231011320384
50395,67 DRIVE at 110 STREET,67 DRIVE,110 STREET,,Queens,40.728294641800524,-73.84461735545868
41786,31 AVENUE at STEINWAY STREET,31 AVENUE,STEINWAY STREET,,Queens,40.76132029784504,-73.91708899275488
31463,156 AVENUE at DEAD END,156 AVENUE,DEAD END,,Queens,40.66172105019746,-73.8580250425276
54727,68 DRIVE at 136 STREET,68 DRIVE,136 STREET,,Queens,40.72957362168247,-73.83105739191416
50480,73 ROAD at AUSTIN STREET,73 ROAD,AUSTIN STREET,,Queens,40.71780343345528,-73.83955785748195
34478,KEW FOREST LANE at UNION TURNPIKE,KEW FOREST LANE,UNION TURNPIKE,,Queens,40.7137905762468,-73.83255380219241
41703,45 STREET at SKILLMAN AVENUE,45 STREET,SKILLMAN AVENUE,,Queens,40.74667624091475,-73.9189421105527
34160,130 STREET at FOCH BOULEVARD,130 STREET,FOCH BOULEVARD,,Queens,40.676027203508504,-73.80904499446595
54824,69 AVENUE at 140 STREET,69 AVENUE,140 STREET,,Queens,40.73077236672978,-73.82618388115183
58496,68 AVENUE at 172 STREET,68 AVENUE,172 STREET,,Queens,40.733519029891035,-73.79761552875053
41697,45 STREET at NYCTA SUBWAY,45 STREET,NYCTA SUBWAY,,Queens,40.74326503464911,-73.91962926659713
46270,65 STREET at WOODSIDE AVENUE,65 STREET,WOODSIDE AVENUE,,Queens,40.7437621855903,-73.9000285367776
58481,76 AVENUE at 173 STREET,76 AVENUE,173 STREET,,Queens,40.72668074132417,-73.79644680251161
41879,54 STREET at NYCTA SUBWAY,54 STREET,NYCTA SUBWAY,,Queens,40.74475604155106,-73.91054467218171
24040,MARGINAL STREET at WEST  133 STREET,MARGINAL STREET,WEST  133 STREET,,Manhattan,40.820303024628366,-73.95965979186118
32460,69 AVENUE at METROPOLITAN AVENUE,69 AVENUE,METROPOLITAN AVENUE,,Queens,40.711229929586985,-73.85574458658412
70086,156 AVENUE at BEND,156 AVENUE,BEND,,Queens,40.66284191022701,-73.85047734185923
41880,54 STREET at SKILLMAN AVENUE,54 STREET,SKILLMAN AVENUE,,Queens,40.74567088973364,-73.91035428338131
41921,31 AVENUE at 50 STREET,31 AVENUE,50 STREET,,Queens,40.75756516186471,-73.90906577543477
15186,CARLISLE STREET at GREENWICH STREET,CARLISLE STREET,GREENWICH STREET,,Manhattan,40.70873106773057,-74.01326253160049
68797,COLLEGE POINT BOULEVARD at ROOSEVELT AVENUE,COLLEGE POINT BOULEVARD,ROOSEVELT AVENUE,,Queens,40.75811156254142,-73.83424453156526
55405,VAN WYCK EP NB EN COLLEGE PT BL at COLLEGE POINT BOULEVARD,VAN WYCK EP NB EN COLLEGE PT BL,COLLEGE POINT BOULEVARD,,Queens,40.74803218230986,-73.83314141802349
27324,BROADWAY at GRAHAM AVENUE,BROADWAY,GRAHAM AVENUE,,B,40.700890667283474,-73.94220058694071
24033,MARGINAL STREET at WEST  132 STREET,MARGINAL STREET,WEST  132 STREET,,Manhattan,40.819731744618196,-73.96016305785109
19824,KOSCIUSKO STREET at MARCY AVENUE,KOSCIUSKO STREET,MARCY AVENUE,,B,40.69097346337627,-73.94833093508917
55360,67 AVENUE at 167 STREET,67 AVENUE,167 STREET,,Queens,40.7348305374139,-73.80204742321965
46159,41 DRIVE at 60 STREET,41 DRIVE,60 STREET,,Queens,40.74345289942197,-73.90430321269473
19938,LEONARD STREET at SCHOLES STREET,LEONARD STREET,SCHOLES STREET,,B,40.70846605074107,-73.94675515387468
