id,name,freeway,direction,type,lanes,city,county,abs_pm,lat,lon
717138,BALDWIN,10,E,FR,1,22230,37,26.59,34.071934,-118.051536
717139,BALDWIN,10,W,ML,4,22230,37,26.59,34.072302,-118.051535
717140,BALDWIN,10,E,HV,1,22230,37,26.59,34.071934,-118.051536
717141,SANTA ANITA,10,W,FR,1,22230,37,27.06,34.069271,-118.044184
717142,SANTA ANITA,10,W,ML,4,22230,37,27.06,34.069271,-118.044184
717143,DEL AMO 1,605,N,ML,4,39892,37,4.842,33.844957,-118.091715
717145,SANTA ANITA,10,E,FR,1,22230,37,27.06,34.069054,-118.044182
717146,SANTA ANITA,10,E,ML,4,22230,37,27.28,34.06847,-118.040429
717148,SANTA ANITA,10,E,HV,1,22230,37,27.28,34.06847,-118.040429
717149,PECK,10,W,FR,1,22230,37,27.84,34.068078,-118.030663
717150,PECK,10,W,ML,5,22230,37,27.84,34.068078,-118.030663
717152,VALLEY,10,E,ML,4,22230,37,28.01,34.067963,-118.027743
717153,VALLEY,10,W,FR,1,22230,37,28.12,34.068201,-118.025768
717154,VALLEY,10,W,ML,5,22230,37,28.111,34.068199,-118.025926
717155,STEWART,10,E,ML,4,22230,37,28.48,34.06699,-118.019773
717156,DURFEE,10,E,ML,4,22230,37,29.19,34.063981,-118.008051
717157,DURFEE RD,10,W,ML,4,22230,37,29.19,34.064175,-118.008013
717158,DURFEE,10,E,HV,1,22230,37,29.19,34.063981,-118.008051
717159,FRAZIER,10,W,FR,2,3666,37,30.22,34.066554,-117.990356
717160,FRAZIER,10,W,ML,4,3666,37,30.22,34.066554,-117.990356
717162,BALDWIN PARK 1,10,W,ML,5,3666,37,30.71,34.067663,-117.981905
717164,BALDWIN PARK 2,10,E,FR,1,3666,37,30.81,34.06769,-117.980138
717165,BALDWIN PARK 2,10,E,ML,5,3666,37,30.81,34.06769,-117.980138
717166,BALDWIN PARK 2,10,W,FR,1,3666,37,30.83,34.067905,-117.979831
717167,BALDWIN PARK 2,10,W,ML,5,3666,37,30.83,34.067905,-117.979831
717168,FRANCISQUITO,10,W,FR,2,3666,37,31.31,34.069011,-117.971555
717169,FRANCISQUITO,10,W,ML,4,3666,37,31.31,34.069011,-117.971555
717170,PUENTE,10,W,FR,2,3666,37,31.98,34.07049,-117.959994
717171,PUENTE,10,W,ML,4,3666,37,31.98,34.07049,-117.959994
717173,PUENTE,10,E,FR,1,3666,37,31.96,34.070282,-117.960307
717174,PUENTE,10,E,ML,4,3666,37,31.96,34.070282,-117.960307
717175,WEST COVINA,10,W,FR,2,84200,37,32.86,34.072082,-117.94475
717176,WEST COVINA,10,W,ML,4,84200,37,32.86,34.072082,-117.94475
717178,WEST COVINA PKWY,10,E,FR,2,84200,37,32.767,34.071756,-117.946332
717179,WEST COVINA PKWY,10,E,ML,4,84200,37,32.94,34.072075,-117.943345
717183,SUNSET,10,W,FR,2,84200,37,33.4,34.072549,-117.935381
717184,VINCENT 1,10,E,FR,2,84200,37,33.86,34.0723,-117.927358
717185,VINCENT 1,10,E,ML,4,84200,37,33.86,34.0723,-117.927358
717187,VINCENT 1,10,W,ML,4,84200,37,33.86,34.072468,-117.92737
717189,VINCENT 2,10,E,FR,1,84200,37,34.0,34.072274,-117.924923
717190,VINCENT 2,10,E,ML,4,84200,37,34.0,34.072274,-117.924923
717191,VINCENT 2,10,W,FR,2,84200,37,33.95,34.072452,-117.925803
717192,VINCENT 2,10,W,ML,4,84200,37,33.95,34.072452,-117.925803
717194,AZUSA SB,10,E,FR,1,84200,37,34.96,34.072101,-117.908205
717195,AZUSA 1,10,E,ML,4,84200,37,34.96,34.072101,-117.908205
717196,AZUSA 1,10,W,ML,4,84200,37,34.91,34.072264,-117.909076
717198,AZUSA 2,10,E,ML,4,84200,37,35.064,34.072082,-117.906392
717199,AZUSA 2,10,W,FR,3,84200,37,35.02,34.072249,-117.907159
717200,AZUSA 2,10,W,ML,4,84200,37,35.028,34.072247,-117.90702
717202,CITRUS 1,10,W,ML,4,84200,37,35.93,34.072105,-117.891295
717205,CITRUS 2,10,E,ML,4,84200,37,36.09,34.071847,-117.888507
717206,CITRUS 2,10,W,FR,2,84200,37,36.02,34.072087,-117.889726
717207,CITRUS 2,10,W,ML,4,84200,37,36.02,34.072087,-117.889726
717209,BARRANCA 1,10,W,ML,4,84200,37,36.42,34.072029,-117.882752
717211,BARRANCA 2,10,W,ML,4,84200,37,36.57,34.072002,-117.880137
717212,BARRANCA 2,10,E,FR,1,84200,37,36.59,34.071814,-117.87979
717213,GRAND,10,E,FR,1,84200,37,36.98,34.07172,-117.872992
717214,GRAND,10,E,ML,5,84200,37,36.98,34.07172,-117.872992
717215,GRAND,10,W,FR,2,84200,37,36.89,34.071952,-117.87456
717216,GRAND,10,W,ML,4,84200,37,36.89,34.071952,-117.87456
717218,HOLT SB,10,E,FR,1,84200,37,37.45,34.070451,-117.86513
717219,HOLT 1,10,E,ML,5,84200,37,37.45,34.070451,-117.86513
717220,HOLT 1,10,W,ML,4,84200,37,37.39,34.071035,-117.865957
717223,HOLT EB,10,W,FR,2,84200,37,37.55,34.069889,-117.863523
717224,HOLT 2,10,W,ML,4,84200,37,37.55,34.069889,-117.863523
717225,VIA VERDE 1,10,W,FR,2,,37,38.85,34.069037,-117.841455
717226,VIA VERDE 1,10,W,ML,4,,37,38.85,34.069037,-117.841455
717234,KELLOGG,10,W,FR,2,58072,37,40.48,34.0639,-117.814349
717235,KELLOGG,10,W,ML,4,58072,37,40.48,34.0639,-117.814349
717236,KELLOGG,10,E,ML,5,,37,40.48,34.063698,-117.814269
717238,E OF 71,10,W,ML,4,58072,37,41.26,34.067625,-117.801715
717239,FAIRPLEX,10,W,FR,2,58072,37,42.02,34.072518,-117.789858
717240,FAIRPLEX,10,W,ML,4,58072,37,42.02,34.072518,-117.789858
717241,FAIRPLEX,10,E,ML,4,58072,37,42.26,34.072803,-117.785705
717242,DUDLEY,10,E,FR,1,58072,37,42.63,34.072839,-117.779264
717243,DUDLEY,10,E,ML,4,58072,37,42.63,34.072839,-117.779264
717245,CLEVELAND,10,W,ML,4,58072,37,43.18,34.071938,-117.769749
717246,WHITE,10,W,ML,4,58072,37,43.66,34.071029,-117.761475
717247,WHITE,10,E,ML,4,58072,37,43.66,34.070843,-117.76148
717249,GAREY,10,W,ML,4,58072,37,44.12,34.073286,-117.753978
717251,ORANGE GROVE,10,E,ML,4,58072,37,44.51,34.075604,-117.74786
717252,TOWNE,10,W,ML,4,58072,37,44.72,34.077146,-117.744573
717254,TOWNE,10,E,ML,4,58072,37,45.06,34.079138,-117.739234
717257,MOUNTAIN,10,E,ML,4,58072,37,45.74,34.081545,-117.727932
717258,INDIAN HILL,10,W,ML,4,58072,37,46.1,34.081821,-117.721638
717260,INDIAN HILL,10,E,ML,4,13756,37,46.37,34.081722,-117.71693
717262,SOTO,60,E,ML,3,44000,37,0.694,34.02902,-118.216326
717263,LORENA,60,W,ML,5,44000,37,1.704,34.029648,-118.199219
717264,LORENA,60,E,ML,5,44000,37,1.734,34.029608,-118.198629
717265,INDIANA,60,E,ML,5,44000,37,2.224,34.03154,-118.190445
717266,INDIANA,60,W,ML,5,44000,37,2.224,34.031713,-118.190515
717267,THIRD,60,E,FR,2,44000,37,2.634,34.032146,-118.183387
717268,THIRD,60,E,ML,5,44000,37,2.634,34.032146,-118.183387
717269,THIRD,60,W,ML,5,44000,37,2.694,34.032661,-118.182471
717270,EASTERN / W OF 710,60,W,ML,4,,37,3.164,34.034977,-118.174866
717272,ATLANTIC SB,60,E,FR,2,48914,37,4.524,34.035723,-118.151516
717273,ATLANTIC 1,60,E,ML,5,48914,37,4.524,34.035723,-118.151516
717274,ATLANTIC 1,60,W,ML,6,48914,37,4.524,34.035886,-118.151414
717276,ATLANTIC NB,60,W,FR,2,48914,37,4.704,34.034655,-118.148653
717277,ATLANTIC 2,60,W,ML,5,48914,37,4.704,34.034655,-118.148653
717279,ATLANTIC 2,60,E,ML,6,48914,37,4.738,34.034219,-118.148257
717281,FINDLAY,60,W,ML,5,48816,37,5.114,34.033066,-118.141975
717282,PARAMOUNT 1,60,W,ML,5,48914,37,7.774,34.03582,-118.095997
717284,PARAMOUNT SB,60,E,FR,2,48914,37,7.914,34.035853,-118.093489
717285,PARAMOUNT 1,60,E,ML,4,48914,37,7.914,34.035853,-118.093489
717287,PARAMOUNT NB,60,W,FR,2,,37,7.984,34.036302,-118.092399
717288,PARAMOUNT 2,60,W,ML,5,,37,7.984,34.036302,-118.092399
717290,PARAMOUNT 2,60,E,ML,4,,37,8.084,34.036512,-118.090626
717292,SAN GABRIEL,60,E,ML,4,62896,37,8.661,34.039225,-118.081093
717293,SAN  GABRIEL,60,W,FR,1,62896,37,8.721,34.039747,-118.080226
717294,SAN  GABRIEL,60,W,ML,5,62896,37,8.721,34.039747,-118.080226
717295,ROSEMEAD,60,E,FR,2,,37,9.451,34.041248,-118.067752
717296,ROSEMEAD 1,60,E,ML,4,,37,9.601,34.041255,-118.065153
717297,ROSEMEAD SB,60,W,FR,2,,37,9.531,34.041418,-118.066377
717298,ROSEMEAD 1,60,W,ML,5,,37,9.531,34.041418,-118.066377
717299,ROSEMEAD,60,W,FR,2,,37,9.681,34.041414,-118.06376
717300,ROSEMEAD 2,60,W,ML,5,,37,9.681,34.041414,-118.06376
717301,ROSEMEAD 2,60,E,ML,5,,37,9.751,34.041213,-118.062543
717302,SANTA ANITA SB,60,E,FR,2,,37,10.271,34.039962,-118.05362
717303,SANTA ANITA 1,60,E,ML,5,,37,10.271,34.039962,-118.05362
717306,SANTA ANITA 1,60,W,ML,5,,37,10.241,34.040308,-118.054105
717308,SANTA ANITA 2,60,E,ML,5,,37,10.401,34.03958,-118.051399
717311,PECK / DURFEE,60,E,FR,1,,37,11.121,34.037428,-118.039136
717312,PECK / DURFEE,60,E,ML,5,,37,11.121,34.037428,-118.039136
717314,PECK NB,60,W,FR,1,,37,11.141,34.037619,-118.038699
717315,PECK 2,60,W,ML,5,,37,11.141,34.037619,-118.038699
717316,W OF 605,60,W,ML,4,,37,11.711,34.035073,-118.029281
717318,CROSSROADS,60,E,ML,5,36490,37,12.781,34.02896,-118.012462
717319,CROSSROADS,60,W,FR,2,36490,37,13.011,34.029247,-118.008439
717320,CROSSROADS,60,W,ML,5,36490,37,13.011,34.029247,-118.008439
717321,HACIENDA SB,60,E,FR,2,,37,16.051,34.007035,-117.965011
717322,HACIENDA 1,60,E,ML,4,,37,16.051,34.007035,-117.965011
717324,HACIENDA 1,60,W,ML,4,,37,15.921,34.00782,-117.967088
717326,HACIENDA NB,60,W,FR,2,,37,16.121,34.006822,-117.963815
717328,HACIENDA 2,60,E,ML,4,,37,16.261,34.00598,-117.961572
717330,AZUSA 1,60,W,ML,4,,37,17.911,33.997875,-117.934513
717331,AZUSA SB,60,E,FR,3,,37,18.081,33.996934,-117.931728
717332,AZUSA 1,60,E,ML,4,,37,18.081,33.996934,-117.931728
717334,AZUSA 2,60,E,ML,4,,37,18.281,33.996462,-117.928294
717336,AZUSA NB,60,W,FR,2,,37,18.141,33.997,-117.930655
717337,AZUSA 2,60,W,ML,4,,37,18.141,33.997,-117.930655
717339,FULLERTON 1,60,W,ML,4,36490,37,19.451,33.994319,-117.908132
717340,FULLERTON 1,60,E,ML,4,36490,37,19.561,33.994088,-117.906225
717341,FULLERTON NB,60,W,FR,1,36490,37,19.661,33.994314,-117.904483
717342,FULLERTON 2,60,W,ML,4,36490,37,19.661,33.994314,-117.904483
717343,FULLERTON 2,60,E,ML,4,36490,37,19.751,33.994073,-117.902914
717345,NOGALES SB,60,E,FR,2,36490,37,20.521,33.994085,-117.88949
717346,NOGALES 1,60,E,ML,4,36490,37,20.521,33.994085,-117.88949
717349,NOGALES NB,60,W,FR,2,36490,37,20.611,33.994278,-117.887951
717350,NOGALES 2,60,W,ML,4,36490,37,20.611,33.994278,-117.887951
717352,NOGALES 2,60,E,ML,4,36490,37,20.671,33.994021,-117.886877
717354,FAIRWAY SB,60,W,FR,2,36490,37,21.451,33.995905,-117.873496
717355,FAIRWAY 1,60,W,ML,4,36490,37,21.451,33.995905,-117.873496
717357,FAIRWAY 1,60,E,ML,4,36490,37,21.601,33.99613,-117.870894
717358,FAIRWAY 2,60,E,ML,4,36490,37,21.831,33.996748,-117.866957
717360,BREA CANYON,60,W,FR,2,19192,37,22.931,33.999995,-117.848226
717361,BREA CANYON,60,W,ML,4,19192,37,22.931,33.999995,-117.848226
717363,BREA CANYON,60,E,FR,2,19192,37,23.081,34.000335,-117.84567
717365,MAIN,91,W,ML,3,11530,37,0.838,33.872789,-118.276308
717366,MAIN,91,E,FR,2,11530,37,1.158,33.872471,-118.27074
717367,MAIN,91,E,ML,5,11530,37,1.158,33.872471,-118.27074
717368,AVALON 1,91,W,ML,4,11530,37,1.548,33.873537,-118.264071
717369,AVALON 1,91,E,ML,4,11530,37,1.548,33.873324,-118.264042
717373,CENTRAL 2,91,E,ML,4,11530,37,2.578,33.873339,-118.246168
717374,CENTRAL 2,91,W,ML,4,11530,37,2.578,33.873522,-118.246184
717375,CENTRAL 1,91,W,ML,4,11530,37,2.268,33.873676,-118.251564
717376,CENTRAL 1,91,E,ML,4,11530,37,2.268,33.873496,-118.251545
717378,WILMINGTON,91,W,ML,4,15044,37,3.098,33.873772,-118.23715
717379,WILMINGTON,91,E,ML,4,15044,37,3.108,33.87359,-118.236964
717380,ACACIA,91,W,ML,4,15044,37,3.668,33.874114,-118.227251
717381,ACACIA,91,E,ML,4,15044,37,3.668,33.873878,-118.227243
717382,ALAMEDA,91,E,FR,2,15044,37,4.128,33.873494,-118.219285
717383,ALAMEDA,91,E,ML,4,15044,37,4.128,33.873494,-118.219285
717384,ALAMEDA,91,W,ML,3,15044,37,4.128,33.873704,-118.219282
717385,ALAMEDA,91,E,HV,1,15044,37,4.128,33.873494,-118.219285
717386,SANTA FE,91,E,FR,1,15044,37,4.478,33.873361,-118.213213
717387,SANTA FE,91,E,ML,4,15044,37,4.478,33.873361,-118.213213
717388,SANTA FE,91,W,ML,4,15044,37,4.478,33.873559,-118.213194
717389,LONG BEACH 1,91,E,FR,2,15044,37,5.028,33.872655,-118.203751
717390,LONG BEACH 1,91,E,ML,5,15044,37,5.028,33.872655,-118.203751
717391,LONG BEACH,91,W,FR,2,15044,37,5.028,33.872905,-118.203748
717392,ATLANTIC 1,91,W,ML,3,43000,37,5.778,33.87619,-118.191575
717393,ATLANTIC 1,91,E,ML,3,43000,37,5.778,33.876009,-118.191574
717394,ATLANTIC 1,91,W,HV,1,43000,37,5.778,33.87619,-118.191575
717395,ATLANTIC 2,91,E,FR,2,43000,37,6.208,33.876737,-118.18423
717396,ATLANTIC 2,91,E,ML,5,43000,37,6.198,33.876737,-118.184403
717397,ATLANTIC 2,91,W,ML,4,43000,37,6.198,33.87692,-118.184411
717398,CHERRY,91,W,FR,2,43000,37,7.008,33.876459,-118.1704
717399,CHERRY,91,W,ML,5,43000,37,7.008,33.876459,-118.1704
717400,CHERRY,91,W,HV,1,43000,37,7.008,33.876459,-118.1704
717401,CHERRY,91,E,FR,1,43000,37,7.258,33.875898,-118.166089
717402,CHERRY,91,E,ML,4,43000,37,7.258,33.875898,-118.166089
717403,PARAMOUNT,91,W,FR,2,43000,37,7.508,33.876117,-118.161745
717404,PARAMOUNT,91,W,ML,5,43000,37,7.508,33.876117,-118.161745
717405,PARAMOUNT,91,E,FR,2,43000,37,7.688,33.876265,-118.158652
717406,PARAMOUNT,91,E,ML,4,43000,37,7.688,33.876265,-118.158652
717407,DOWNEY 2,91,E,FR,2,4982,37,8.208,33.876929,-118.149691
717409,DOWNEY,91,W,FR,2,43000,37,8.038,33.877134,-118.152656
717410,DOWNEY 1,91,W,ML,4,43000,37,7.998,33.877126,-118.153353
717412,DOWNEY 1,91,W,HV,1,43000,37,7.998,33.877126,-118.153353
717413,LAKEWOOD 1,91,W,ML,4,4982,37,8.548,33.877179,-118.143773
717415,LAKEWOOD NB,91,W,FR,3,4982,37,8.648,33.877201,-118.142032
717416,LAKEWOOD 2,91,W,ML,4,4982,37,8.648,33.877201,-118.142032
717417,LAKEWOOD 2,91,W,HV,1,4982,37,8.648,33.877201,-118.142032
717418,LAKEWOOD 2,91,E,ML,4,4982,37,8.798,33.877024,-118.139428
717419,LAKEWOOD 2,91,E,HV,1,4982,37,8.798,33.877024,-118.139428
717420,CLARK,91,E,ML,5,4982,37,9.218,33.8765,-118.132216
717421,CLARK,91,W,ML,4,4982,37,9.218,33.876702,-118.132194
717422,CLARK,91,E,HV,1,4982,37,9.218,33.8765,-118.132216
717423,BELLFLOWER 1,91,W,FR,2,4982,37,9.538,33.87621,-118.126705
717424,BELLFLOWER 1,91,W,ML,4,4982,37,9.538,33.87621,-118.126705
717426,BELLFLOWER 2,91,E,ML,5,4982,37,9.758,33.87605,-118.122915
717428,PIONEER 1,91,W,ML,4,2896,37,11.958,33.876536,-118.084783
717429,PIONEER 1,91,W,HV,1,2896,37,11.958,33.876536,-118.084783
717430,PIONEER SB,91,E,FR,1,2896,37,11.958,33.876317,-118.084773
717431,PIONEER 1,91,E,ML,4,2896,37,11.958,33.876317,-118.084773
717433,PIONEER 2,91,W,ML,4,2896,37,12.208,33.87657,-118.080438
717434,PIONEER 2,91,E,ML,4,2896,37,12.208,33.876324,-118.080425
717435,NORWALK 1,91,W,ML,4,12552,37,12.498,33.876583,-118.075397
717436,NORWALK 1,91,E,ML,4,12552,37,12.538,33.876358,-118.074686
717437,NORWALK NB,91,W,FR,1,12552,37,12.698,33.876613,-118.071914
717438,NORWALK 2,91,W,ML,4,12552,37,12.698,33.876613,-118.071914
717439,NORWALK 2,91,E,ML,4,12552,37,12.768,33.876366,-118.070702
717440,BLOOMFIELD,91,W,ML,4,12552,37,13.058,33.876119,-118.065686
717441,BLOOMFIELD,91,E,ML,4,12552,37,13.108,33.875647,-118.064958
717442,183RD,91,W,ML,4,12552,37,14.138,33.866819,-118.050661
717443,183RD,91,E,ML,4,12552,37,14.208,33.86603,-118.049777
717444,GLENDALE,101,N,FR,1,44000,37,3.768,34.06933,-118.259931
717445,GLENDALE,101,N,ML,4,44000,37,3.768,34.06933,-118.259931
717446,ALVARADO,101,S,ML,4,44000,37,4.138,34.071462,-118.265891
717447,ALVARADO,101,N,ML,4,44000,37,4.288,34.072657,-118.268106
717450,RAMPART,101,S,ML,4,44000,37,4.628,34.074797,-118.273463
717451,RAMPART,101,N,FR,1,44000,37,4.628,34.074945,-118.273396
717452,RAMPART,101,N,ML,4,44000,37,4.628,34.074945,-118.273396
717453,SILVER LAKE,101,S,ML,4,44000,37,5.078,34.076926,-118.280908
717456,VERMONT 2,101,N,ML,4,44000,37,5.858,34.081134,-118.29347
717458,MELROSE,101,S,ML,4,44000,37,6.128,34.082786,-118.297762
717459,MELROSE,101,N,ML,4,44000,37,6.128,34.083079,-118.297553
717460,NORMANDIE,101,N,ML,4,44000,37,6.438,34.085801,-118.301771
717461,NORMANDIE,101,S,ML,4,44000,37,6.438,34.085657,-118.301901
717462,SANTA MONICA,101,S,ML,4,44000,37,6.828,34.089949,-118.306085
717463,SANTA MONICA,101,N,ML,4,44000,37,6.828,34.090089,-118.305929
717465,WESTERN,101,N,ML,4,44000,37,7.248,34.094618,-118.310464
717466,WESTERN,101,S,ML,4,44000,37,7.248,34.094488,-118.310649
717467,HOLLYWOOD,101,N,FR,1,44000,37,7.708,34.099677,-118.315293
717468,SUNSET,101,S,ML,4,44000,37,7.448,34.096382,-118.313222
717469,SUNSET,101,N,ML,4,44000,37,7.448,34.096481,-118.313058
717471,SUNSET,101,S,FR,2,44000,37,7.708,34.099575,-118.315495
717472,HOLLYWOOD,101,S,ML,4,44000,37,7.708,34.099575,-118.315495
717473,HOLLYWOOD,101,N,ML,4,44000,37,7.718,34.099806,-118.315367
717479,ARGYLE,101,S,ML,4,44000,37,8.338,34.104365,-118.323801
717480,ARGYLE,101,N,ML,4,44000,37,8.558,34.105922,-118.327165
717481,CAHUENGA 1,101,S,ML,4,44000,37,8.618,34.106229,-118.328138
717483,CAHUENGA,101,N,ML,5,44000,37,9.458,34.115601,-118.33666
717484,CAHUENGA,101,S,ML,4,44000,37,9.458,34.115404,-118.336938
717485,BARHAM,101,N,FR,1,44000,37,10.658,34.129873,-118.347977
717486,BARHAM,101,S,ML,5,44000,37,10.658,34.129747,-118.348132
717487,LANKERSHIM,101,S,FR,3,44000,37,11.388,34.134933,-118.358849
717488,LANKERSHIM,101,S,ML,5,44000,37,11.388,34.134933,-118.358849
717489,VENTURA,101,S,ML,5,44000,37,11.878,34.139513,-118.36535
717490,VINELAND,101,S,ML,5,44000,37,12.518,34.147297,-118.371049
717491,VINELAND,101,N,ML,5,44000,37,12.518,34.14739,-118.370853
717492,TUJUNGA,101,N,ML,5,44000,37,13.356,34.154581,-118.381115
717493,LAUREL CANYON,101,S,ML,5,44000,37,14.067,34.154314,-118.394541
717495,COLDWATER CANYON,101,S,ML,5,44000,37,15.117,34.156627,-118.412272
717497,COLDWATER CANYON,101,N,ML,5,44000,37,15.356,34.156829,-118.415379
717498,WOODMAN,101,N,ML,5,44000,37,16.376,34.155725,-118.432994
717499,VAN NUYS,101,S,ML,5,44000,37,17.127,34.156121,-118.44689
717501,VAN NUYS,101,N,ML,5,44000,37,17.386,34.15746,-118.450006
717502,HASKELL,101,N,ML,6,44000,37,18.966,34.165132,-118.474715
717503,HAYVENHURST,101,S,OR,1,44000,37,19.832,34.165142,-118.49033
717504,HAYVENHURST,101,S,ML,5,44000,37,19.832,34.165142,-118.49033
717508,WHITE OAK,101,S,ML,5,44000,37,21.482,34.171108,-118.517031
717510,WHITE OAK,101,N,ML,5,44000,37,21.699,34.171285,-118.520359
717511,BURBANK,101,S,ML,5,44000,37,22.292,34.171531,-118.531109
717513,RESEDA,101,N,ML,5,44000,37,22.739,34.173406,-118.538066
717514,TAMPA,101,S,ML,5,44000,37,23.402,34.173426,-118.550079
717515,TAMPA,101,N,ML,5,44000,37,23.719,34.17368,-118.555198
717516,WINNETKA,101,S,ML,5,44000,37,24.552,34.172374,-118.570043
717517,WINNETKA,101,N,ML,5,44000,37,24.759,34.171556,-118.573031
717518,DE SOTO,101,S,ML,5,44000,37,25.562,34.167855,-118.586613
717519,DE SOTO,101,N,ML,5,44000,37,25.809,34.168519,-118.590528
717520,CANOGA,101,S,ML,5,44000,37,26.092,34.16912,-118.595733
717521,TOPANGA CYN,101,N,FR,1,44000,37,26.809,34.170894,-118.607747
717522,TOPANGA CYN,101,N,ML,4,44000,37,26.809,34.170894,-118.607747
717523,WOODLAKE,101,N,FR,1,44000,37,28.219,34.162351,-118.629794
717524,WOODLAKE,101,N,ML,4,44000,37,28.219,34.162351,-118.629794
717525,TOPANGA CYN,118,E,ML,4,,37,35.481,34.276735,-118.602125
717526,TOPANGA CYN,118,E,HV,1,,37,35.481,34.276735,-118.602125
717527,DE SOTO,118,W,FR,2,44000,37,36.331,34.273553,-118.588111
717528,DE SOTO,118,W,ML,4,44000,37,36.331,34.273553,-118.588111
717529,DE SOTO,118,E,FR,2,44000,37,36.331,34.273354,-118.588108
717530,DE SOTO,118,E,ML,4,44000,37,36.331,34.273354,-118.588108
717531,DE SOTO,118,E,HV,1,44000,37,36.331,34.273354,-118.588108
717532,TAMPA,118,W,ML,4,44000,37,38.051,34.272684,-118.558209
717533,TAMPA,118,E,ML,4,44000,37,38.211,34.272223,-118.555464
717534,TAMPA,118,E,HV,1,44000,37,38.211,34.272223,-118.555464
717535,RESEDA,118,W,ML,4,44000,37,39.181,34.274745,-118.538826
717536,RESEDA,118,E,ML,4,44000,37,39.361,34.275083,-118.535822
717537,BALBOA 1,118,W,ML,4,44000,37,41.211,34.27815,-118.504149
717538,BALBOA SB,118,E,FR,2,44000,37,41.261,34.277904,-118.503383
717539,BALBOA 1,118,E,ML,4,44000,37,41.261,34.277904,-118.503383
717540,BALBOA 1,118,E,HV,1,44000,37,41.261,34.277904,-118.503383
717541,BALBOA 2,118,E,ML,5,44000,37,41.521,34.277556,-118.498886
717542,BALBOA 2,118,E,HV,1,44000,37,41.521,34.277556,-118.498886
717543,HAYVENHURST,118,E,ML,5,44000,37,42.041,34.273127,-118.491528
717544,HAYVENHURST,118,W,ML,5,44000,37,42.041,34.273353,-118.491355
717545,HAYVENHURST,118,E,HV,1,44000,37,42.041,34.273127,-118.491528
717546,WOODLEY,118,W,ML,5,44000,37,42.461,34.268987,-118.485999
717547,WOODLEY,118,E,ML,5,44000,37,42.461,34.268787,-118.486194
717548,YOSEMITE SB,118,W,OR,1,72016,111,30.291,34.281753,-118.681653
717549,YOSEMITE 1,118,W,ML,4,72016,111,30.291,34.281753,-118.681653
717550,STEARNS NB,118,W,FR,2,72016,111,29.791,34.281761,-118.690432
717551,YOSEMITE SB,118,E,OR,1,72016,111,30.461,34.28145,-118.678709
717552,YOSEMITE SB,118,E,FR,2,72016,111,30.461,34.28145,-118.678709
717553,YOSEMITE 1,118,E,ML,4,72016,111,30.461,34.28145,-118.678709
717554,PRINCETON/LA AVE,118,W,ML,2,49138,111,19.949,34.292599,-118.860081
717555,YOSEMITE NB,118,W,OR,1,72016,111,30.521,34.281746,-118.677613
717556,YOSEMITE NB,118,W,FR,2,72016,111,30.521,34.281746,-118.677613
717557,YOSEMITE 2,118,W,ML,4,72016,111,30.431,34.28175,-118.679194
717558,STEARNS 2,118,W,ML,4,72016,111,29.791,34.281761,-118.690432
717559,YOSEMITE NB,118,E,OR,1,72016,111,30.661,34.281433,-118.675198
717560,YOSEMITE 2,118,E,ML,4,72016,111,30.661,34.281433,-118.675198
717561,KUEHNER,118,W,OR,1,72016,111,31.311,34.279351,-118.664241
717562,KUEHNER,118,W,ML,4,72016,111,31.311,34.279351,-118.664241
717563,KUEHNER,118,E,OR,1,72016,111,31.751,34.276128,-118.658042
717564,KUEHNER,118,E,FR,2,72016,111,31.751,34.276128,-118.658042
717565,KUEHNER,118,E,ML,4,72016,111,31.751,34.276128,-118.658042
717566,COLLINS,118,W,ML,2,49138,111,20.819,34.293436,-118.844767
717567,ROCKY PEAK 2,118,E,OR,1,,111,33.461,34.268955,-118.634171
717568,ROCKY PEAK 2,118,E,ML,4,,111,33.461,34.268955,-118.634171
717570,CAHUENGA,134,E,ML,4,44000,37,0.95,34.153063,-118.359904
717571,CAHUENGA,134,W,ML,4,44000,37,0.95,34.153255,-118.359896
717572,BUENA VISTA,134,W,ML,4,8954,37,2.86,34.153625,-118.327063
717573,BUENA VISTA,134,E,ML,4,8954,37,3.04,34.154023,-118.324031
717574,FOREST LAWN,134,E,FR,1,44000,37,3.88,34.155121,-118.309741
717576,RIVERSIDE,134,W,ML,4,44000,37,4.69,34.15564,-118.29597
717577,SAN FERNANDO,134,E,FR,1,30000,37,6.1,34.154438,-118.272455
717578,SAN FERNANDO,134,E,ML,4,30000,37,6.1,34.154438,-118.272455
717579,PACIFIC,134,E,FR,1,30000,37,6.48,34.155877,-118.266072
717580,PACIFIC,134,E,ML,4,30000,37,6.48,34.155877,-118.266072
717581,CENTRAL,134,W,FR,1,30000,37,6.693,34.156458,-118.262159
717582,CENTRAL,134,W,ML,4,30000,37,6.693,34.156458,-118.262159
717583,BRAND,134,E,ML,4,30000,37,7.41,34.156268,-118.25012
717584,GLENDALE SB,134,E,FR,3,30000,37,7.84,34.155839,-118.242691
717585,GLENDALE 1,134,E,ML,4,30000,37,7.84,34.155839,-118.242691
717586,GLENDALE 1,134,E,HV,1,30000,37,7.84,34.155839,-118.242691
717587,GLENDALE 2,134,E,ML,5,30000,37,7.98,34.15489,-118.240354
717588,GLENDALE 2,134,E,HV,1,30000,37,7.98,34.15489,-118.240354
